302262,0,1998907667,Mon Jun 01 19:19:17 PDT 2009,NO_QUERY,mikethegirl,"ASPIRE hates me  If I don't get this assignment finished, it's not because I didn't try"
1306147,4,2011565956,Tue Jun 02 19:13:11 PDT 2009,NO_QUERY,AshleeRicci,@imjstsayin to being real  cheeeers
785176,0,2324351387,Thu Jun 25 02:56:43 PDT 2009,NO_QUERY,RHE27,THE CELL IS BROKEN  GOTTA HIT UP APPLE ASAP! FIRST THING IN THE MORNIN... FML. TWITTER OR FB MEEEE HENCE NO UPDATES ON THA TWEETS!!!
1490413,4,2068872463,Sun Jun 07 14:51:16 PDT 2009,NO_QUERY,billwert,@JTL0 Probably so. I'll bring it down next time I'm in town. 
909919,4,1751396266,Sat May 09 19:21:07 PDT 2009,NO_QUERY,R7i1c3K,http://twitpic.com/4w6lf - BBQ time again. 
1271627,4,2000577763,Mon Jun 01 22:26:10 PDT 2009,NO_QUERY,KISSANDMAKEUP01,DEF HAD A PRODUCTIVE NIGHT  @Kissandmakeup Chucifrito Money!! lmaoo
579215,0,2213402252,Wed Jun 17 15:19:34 PDT 2009,NO_QUERY,juicybabyyy,I need more followers 
446710,0,2068494064,Sun Jun 07 14:10:35 PDT 2009,NO_QUERY,shartlesville,"@RWSparkle unfortunately, you're probably the only who even notices their kids aren't at home.  Too many don't even care . . .  "
688862,0,2251624944,Sat Jun 20 04:05:27 PDT 2009,NO_QUERY,JackieBones,"La for the first time treated me like shit.  Not my friends, they showed... things were sgreat...  "
1132355,4,1976000281,Sat May 30 16:22:12 PDT 2009,NO_QUERY,PTthe13,"24 kills, 2 deaths num round de BF:Heroes ... correu bem "
652382,0,2238197623,Fri Jun 19 06:57:31 PDT 2009,NO_QUERY,smellyocheese,@dermdoc no!!! but I love my cats  why not dogs? I've actually experienced itchiness after hugging my puppy
107995,0,1824135172,Sun May 17 00:10:21 PDT 2009,NO_QUERY,deynti,poor me  the books costs too much! X.x huhuhu... did i mention they also have kawabata? *cries more*
1454473,4,2063330084,Sun Jun 07 02:13:37 PDT 2009,NO_QUERY,MaartenDeGroote,@rickyrivaro yes you look exactly like Afrojack 
398013,0,2056782950,Sat Jun 06 11:47:05 PDT 2009,NO_QUERY,pcwebmag,@sizzler_chetan: True - And they are hitting Indians hard as well 
1527260,4,2177164568,Mon Jun 15 05:34:59 PDT 2009,NO_QUERY,immoral_angeluk,"@dodgrile Hell yea  Was lying on the grass, basking in the sun listening to it.. was soooooo chilled "
843905,4,1563957210,Mon Apr 20 01:03:11 PDT 2009,NO_QUERY,jasminedavis,my friend is attacking my twitter. sorry. 
491549,0,2183867079,Mon Jun 15 15:05:35 PDT 2009,NO_QUERY,morontown,They asked me to stop filming 
466367,0,2175548723,Mon Jun 15 01:18:05 PDT 2009,NO_QUERY,kaylacollins,"So sad, cause I think that the maids @ the resort I stayed @ in the DR took my $, because I am also missing my juicy couture bracelet! "
984622,4,1834401791,Mon May 18 02:47:42 PDT 2009,NO_QUERY,Uh_Club,"dear friends of uh club, how could we EVER forget any of you?! you are all astro winners.  ?"
87671,0,1754564369,Sun May 10 06:41:44 PDT 2009,NO_QUERY,amwa9,Sick.... Very sick....  ugh! I just want to breathe!!
33564,0,1564542682,Mon Apr 20 03:58:34 PDT 2009,NO_QUERY,propartygirl,is super tired and not even done yet 
258336,0,1985166939,Sun May 31 16:34:00 PDT 2009,NO_QUERY,wravey,@Atreus thanks I feel bad for not linking that to you when I first found it now though 
786711,0,2324719819,Thu Jun 25 03:52:47 PDT 2009,NO_QUERY,frostie91,chillin at home got wrk soon 
651917,0,2238047026,Fri Jun 19 06:44:46 PDT 2009,NO_QUERY,_SarahMorris_,rubbish. I have a boring weekend ahead of me. I have no money a week before payday. 
431944,0,2064647731,Sun Jun 07 06:49:36 PDT 2009,NO_QUERY,Geo_16_,"@shehnazkhan wish i was going as well   and i wish i had my own money, lol, i would have deffo gone."
434812,0,2065279626,Sun Jun 07 08:16:03 PDT 2009,NO_QUERY,clarissapepsi,"@ElleBeeeeee have to buy food etc and can save more moneys  feel so bad coz i already said yes to snick, i hope i dont get her in trouble!"
509375,0,2189392053,Mon Jun 15 23:55:25 PDT 2009,NO_QUERY,JENTSYY,didn't sleep at all.. nice. thanks for ruining my summer 
334580,0,2013607313,Tue Jun 02 23:05:48 PDT 2009,NO_QUERY,bmillers,This boy is depriving me of sleep and he isnt even doing anything! This is so sad  [23]
